post_id,sentence,true_label,logits
1233393878566305792_twitter,<user> cuz all turkey can do is just playing with immigrants,normal,[-1.5516021   0.59451723  0.04423977]
1233848432089092096_twitter,open your doors for refugees you are humanistic are not you greece humanrightsrefugee,normal,[-0.8319005   0.09238762  0.18660271]
1233848625022763010_twitter,<user> must be free gold retarded people,offensive,[-1.0192567 -0.5292713  0.9517284]
1234049985160761346_twitter,alwayswithyoushehnaaz shehnazianslovemahivij ourheartsidnaaz five hundred seventy one,normal,[-0.80297506  0.22907817  0.02891831]
1234483055437471745_twitter,<user> <user> please greece stop killing refugee children,normal,[-1.9585013   1.0739065  -0.08455767]
12350578_gab,install writing app on phone connect tiny bluetooth keyboard type up shit on my phone while on my balcony using this ghetto set up good feeling gabwriters,normal,[-1.1398364   0.38782144  0.0587558 ]
12352960_gab,an interesting sentiment but only a sentiment nonetheless trump has emboldened the grip israel has on america he has largely overlooked the jew owned federal reserve and given free reign to kike bank goldman sachs both of whom were fined billions for crashing the global economy in <number> <number> maga,hatespeech,[ 2.3094687  -2.1036537  -0.62233174]
1235732567950643202_twitter,all my friends and peers are being openly racist towards asians and this bitch is not having it,offensive,[-1.4213214   0.09694524  0.4274896 ]
1236507239155822593_twitter,<user> <user> but you said you like guys that what gays do,offensive,[-1.7884941   0.8962419  -0.03301548]
12369075_gab,daily reminder that with the jews you lose do not believe me just ask jesus,offensive,[ 0.08012719 -0.24138163  0.2673752 ]
1237051164857794572_twitter,<user> you all were mocking south east asians amp east asians esp chinese for eating insects now look at you all 🤭,normal,[-1.2408822   0.33605552  0.07849154]
1237107565676433408_twitter,can ’ t believe a racist tweet ab my city and muslims got over <number> k likes from trump supports is this a fever dream,normal,[-1.1447669   0.23040895  0.12084122]
1237422134290452486_twitter,<user> <user> ur fuckin retarded,offensive,[-1.599186  -0.2266563  0.8453516]
1237544154978111488_twitter,<user> anne frank is a little girl from the holocaust she ’ real i think but helen keller was blind deaf and mute who was fake,normal,[-1.4576082   0.55478776  0.0758535 ]
12376502_gab,fucking idiot dont believe anything you see they stole the white child imbasill you are retarded,offensive,[-0.5183945 -0.7906344  0.8712134]
1237773908570509313_twitter,<user> normalize hating white people,offensive,[-1.5051112   0.74482846 -0.09020996]
1237776467842322432_twitter,<user> being jamaati islami and supporting islamic state waystodieinkashmir,offensive,[-1.1865458   0.38922316  0.09422457]
1238102962116927490_twitter,<user> nazis are so stupid they don ’ t realize the symbol they took for them was actually a symbol of buddhism,normal,[-1.437571    0.6384561   0.01015695]
1238155848066764800_twitter,i ’ m a ghetto genius i ’ ll slap the shit out of you with my knowledge,offensive,[-1.153425    0.19306225  0.09946783]
1238287444367286274_twitter,anti violence laws just saved a white man from my nail scratches,offensive,[-1.8731298   0.8516035  -0.25365353]
1239648273708826626_twitter,<user> take care of it for me a bitch wants to die and has no regard for her own health,offensive,[-1.6608155   0.6994841   0.14093673]
1239872392119422980_twitter,if i see a single person being islamophobic you are just as bad as the people causing this mess,normal,[-0.20114584 -0.1714031   0.25273812]
1240014512700436482_twitter,asians are so sexy wallahi but then you link up with them and they ’ re like <number> ’ <number>,offensive,[-0.71694434  0.05918469  0.15742286]
1240196821579968513_twitter,<user> riot made rift retard proof for people like us,offensive,[-1.2687836  -0.15565927  0.99396074]
1240257555076546563_twitter,<user> <user> you must be seriously retarded,offensive,[-1.5960292  -0.25333852  0.8299159 ]
12406172_gab,yeah do not know why everyone on this site hates gay people so much more women for me,normal,[-1.250036    0.51727676 -0.17173567]
1241771468138196994_twitter,gronk is retarded like there is something actually off in his big ass meathead,offensive,[-0.77865136 -0.68902045  1.0237023 ]
1241909435598925824_twitter,okay now i ’ m hungry 😭 but too lazy to move 👎 🏾 the ghetto,normal,[-0.9530833   0.17554271  0.12820585]
1242188730099793920_twitter,white bitch pink pussy,offensive,[-1.20824    -0.09858672  0.702285  ]
12426732_gab,dear ghetto dwelling leaches put down the crack pipe and weed <user>,hatespeech,[-1.2847754   0.3777951   0.02750275]
1243408978962337793_twitter,<user> yeah i ’ m fwy don ’ t do that ghetto ass shit,normal,[-1.7013378   0.5485733   0.25879014]
1246464315504328705_twitter,<user> girl i use my email for anything important cause that shit too ghetto 😂 😭,offensive,[-1.4953604   0.6667517  -0.05639939]
1246664039872319488_twitter,i been a bad bitch,normal,[-1.3773925  -0.09297775  0.6950907 ]
1247963586254651393_twitter,ofc we get grief by snow and brook last game fucking retards holy fuck i hate them,offensive,[-0.4237428   0.05059855  0.0997114 ]
12487417_gab,come on please you forgot you are from europe you think north africa is black you take pre colombians for latinos then for indians are you conscient you are a retarded just as any yankee,offensive,[-0.74659216 -0.7074607   0.91955924]
1249101299594883074_twitter,<user> do i look retarded,offensive,[-1.1937197  -0.48432362  0.9457527 ]
1249529231857668102_twitter,<user> we have words for guys like you it ’ called bitches,offensive,[-1.3453153   0.66429806 -0.06078063]
1249586396026691586_twitter,<user> are you retarded,offensive,[-0.9292798  -0.56452656  0.912032  ]
1249738535994884102_twitter,hey gays does anyone wanna be penpals on this app called slowly xo hmu for my id and we can send virtual letters pls i am so bored,normal,[ 0.13935332 -0.31068665  0.29636726]
1250295032092823564_twitter,<user> i am sorry isabelle but you are fucking retarded,hatespeech,[-0.6584071 -0.7295503  0.9316547]
1251210556347990016_twitter,what is the distance between these tweets and explicit calls for violence,normal,[-1.5026379   0.6487789  -0.23325537]
1251952054773231616_twitter,<user> <user> lmfao girl its just ghetto and its always alot going on,offensive,[-2.0516574   1.0506508  -0.05890103]
1252052990690643968_twitter,<user> marxist are more cruel than islamist both killed more people than any war in world,normal,[-0.30832502 -0.13361737  0.1908907 ]
1252162171603124225_twitter,<user> <user> not migrants these are illegal immigrants which makes them criminals either lock them up or deport them,hatespeech,[-1.4157845   0.9652336  -0.07510312]
1252475227096915968_twitter,<user> ur dogshit faggot which explains why u r over <number> and never can make cl stfu faggot,hatespeech,[-0.3818892  -0.38663656  0.43886614]
1252609725826347008_twitter,<user> sweetheart this is beautiful i wanna be part of cool asians so bad 🥺,normal,[-1.5467484   0.5958181   0.03390973]
1252707503441313794_twitter,<user> <user> why are you repeating yourself are you a little retarded,offensive,[-1.3812716  -0.21498476  0.69639164]
1253409285997879301_twitter,<user> screw you you homophobic asshole,offensive,[-1.5662888   0.59244764  0.02938848]
1254435143927947264_twitter,kepurdhat nkonzerve jon si mean girls <number> shi bitch you tried to do sum like the og but you flopped mad,offensive,[-1.5161772   0.07501826  0.57084846]
1254685604341673984_twitter,<user> i am a muslim this hurts to much we are also human not animals so why this we must report this acc,normal,[-0.8497716   0.76270497 -0.19719075]
1254987455796781057_twitter,<user> they say we all siberian immigrants and that theyre the real natives mess lol,normal,[-1.4210767   0.58054334 -0.02118969]
1255890359424606209_twitter,every time discord is slow i think about all the monkey brain retards with nitro fuck you,offensive,[-0.16077945 -0.19786362  0.12854066]
1257722745988710400_twitter,<user> not racist probably told him to shut up because he was losing brain cells listening to this fucking retard “ its <number> ”,offensive,[-1.0694231   0.42063117  0.14824875]
1258666596333170689_twitter,happy ve day <number> years since ww2 and the surrender of nazi germany to the allied forces 🇬 🇧,normal,[-1.3487585e+00  4.3575490e-01 -7.1011111e-04]
1259118782330568704_twitter,<user> <number> out of every <number> nazi soldiers killed in ww2 were killed by the red army of the soviet union,normal,[-1.3437817   0.26143742  0.13454215]
12597139_gab,the french deserve to either end up as dhimmi moslem slaves or dead could there be anything more stupid apart from the politicians now running european countries france paris muslim islam islamofascism,normal,[ 0.18352002 -0.2325622   0.02649225]
1260229132052463617_twitter,i hate arabs why they said we all are working in macdonalds عمال_ماك,hatespeech,[-0.5820749  -0.0408258   0.25003636]
1260448846041227264_twitter,ghetto how i ’ m not cuddling and receiving kisses rn 🥱,normal,[-0.79656637  0.05947352  0.28496936]
1261415275934539776_twitter,<user> niggas in london forget they just children of islander immigrants just like toronto niggas lmfao,hatespeech,[-1.0860103   0.35151964  0.09748131]
1261416040388386816_twitter,<user> <user> i can lmao theater meets ghetto i will snap them in a second,normal,[-1.9382098   0.9281274   0.06364755]
1261659830709678086_twitter,<user> <user> believe all women unless raped by a democrat then destroy the victim at all costs,hatespeech,[-1.9364986   1.0863872  -0.10192725]
12621344_gab,interesting note to self determine which dna test the israeli government uses to test immigrants so that unfortunate mis identifications can be avoided during shoah <number> electric boogaloo,offensive,[-0.6779715   0.11064807  0.11130886]
12627684_gab,construct bread and circuses ghettoes for white men to crowd into football and video games to keep them from being political but then attack the circuses with politics,offensive,[-0.42448187  0.16928451 -0.09304105]
1264174583789174786_twitter,<user> hari raya is not about people going from houses to houses but its about we muslims celebrating after successfully puasa for a month,normal,[-1.1331904   0.36920375  0.07061738]
12643541_gab,black people are oppressed by their own culture and community blacks need to wake and realize the democrats party is the racist party that uses them for votes the kk democrats have broken up the black family and run the community onto the ghetto plantation to control it youvebeenpunkd,offensive,[-0.211285   -0.09938218  0.2064116 ]
1264471163037720577_twitter,<user> you still here nazi,normal,[-1.5021102e+00  6.2896222e-01  1.3625063e-03]
12645369_gab,jews pull the same shit on online forums close down all criticism of them and ban threaten people in sherdog i mentioned jews in a couple of posts and all of a sudden some mod is leaning on me the fucker has an illuminati avatar,offensive,[-0.41279444  0.04163755  0.09155843]
1265845267338792960_twitter,i fucking hate it here,normal,[-0.68166554  0.08762659  0.1176614 ]
12666909_gab,damn he a homo too not surprising israel is full of queers,offensive,[-0.7433561   0.1421857   0.14814247]
